ENTIDAD,MUNICIPIO,RAZON SOCIAL VISITADA
COLIMA,COLIMA,TIENDA DE ROPA EXPREZION
COLIMA,COLIMA,TIENDA DE ROPA OZKAR
COLIMA,COLIMA,TIENDA DE ROPA REVOT
COLIMA,COLIMA,TIENDA DE ROPA VERTICHE
COLIMA,COLIMA,TODOMODA
COLIMA,COLIMA,VANS (SUC. VANS COLIMA)
COLIMA,COLIMA,VINISSIMO
COLIMA,COLIMA,VINOS GIRALDA
COLIMA,COLIMA,VINOS Y LICORES 5-6-2 Y/O DEPOSITO EL VALOR  SA DE CV.
COLIMA,COLIMA,VINOS Y LICORES LA ALEGRIA
COLIMA,COLIMA,VINOS Y LICORES LA PLAYITA
COLIMA,COLIMA,YES BOUTIQUE
COLIMA,COLIMA,ZAPATERIA 3 HERMANOS
COLIMA,COLIMA,ZAPATERIA 6 ESTRELLAS
COLIMA,COLIMA,ZAPATERIA CHAAC
COLIMA,COLIMA,ZAPATERIA EURO MODA
COLIMA,COLIMA,ZAPATERIA FLEXI
COLIMA,COLIMA,ZAPATERIA PATRIA
COLIMA,COLIMA,ZAPATERIA TONY
COLIMA,COLIMA,øCLAT BOUTIQUE
COLIMA,COMALA,ABARROTES ALCARAZ Y/O MARTHA PATRICIA PALENCIA ROJAS
COLIMA,COMALA,DEPOSITO EL GUERO
COLIMA,COMALA,SUPER KIOSKO S.A. DE C.V.
COLIMA,COMALA,SUPER MACAZA
COLIMA,COQUIMATLAN,DEPOSITO SILVA Y/O SILVA GARCIA HERMELINDA
COLIMA,COQUIMATLAN,GRUPO ARCE DE COLIMA  S.A. DE C.V.
COLIMA,COQUIMATLAN,SUPER KIOSKO  S.A. DE C.V.
COLIMA,CUAUHTEMOC,BLACK ROSE BOUTIQUE
COLIMA,CUAUHTEMOC,BOUTIQUE CHERRY KOKO
COLIMA,CUAUHTEMOC,DEPOSITO DE CERVEZA EL JEFE
COLIMA,CUAUHTEMOC,MINISUPER LA BASCULA
COLIMA,CUAUHTEMOC,OXXO TRAPICHE Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.
COLIMA,CUAUHTEMOC,VINOS Y LICORES EL ROBLES
COLIMA,CUAUHTEMOC,VINOS Y LICORES LA BODEGUITA
COLIMA,MANZANILLO,"""CADENA COMERCIAL OXXO  S.A. DE C.V."""
COLIMA,MANZANILLO,"""JOYER÷A EL TESORO"""
COLIMA,MANZANILLO,"""L. A. FASHION CLOTHES"""
COLIMA,MANZANILLO,"""SUPER KIOSKO SA DE CV"""
COLIMA,MANZANILLO,"AMADA LAGARDA CRUZ""JOYER÷A DE PLATA JESANEITZ"""
COLIMA,MANZANILLO,CADENA COMERCIAL OXXO  S.A. DE C.V.
COLIMA,MANZANILLO,"MARCO ANTONIO SUAREZ SOLIS ""LA VIANDA"""
COLIMA,MANZANILLO,SUPER KIOSKO  SA DE CV.
COLIMA,TECOMAN,ABARROTES NADIA Y/O NADIA CARMINA RODRIGUEZ LOMELI
COLIMA,TECOMAN,EXCLUSIVA KRYSTAL (REGALOS)
COLIMA,TECOMAN,ISIS BOUTIQUE
COLIMA,TECOMAN,JOYERIA LA FILIGRANA
COLIMA,TECOMAN,MERCADO SORIANA Y/O TIENDAS SORIANA  S.A. DE C.V.
COLIMA,TECOMAN,MINISUPER GUIZAR
COLIMA,TECOMAN,MODA LIOZY
COLIMA,TECOMAN,MOVISTAR  Y/O PEGASO PCS  SA DE CV.
COLIMA,TECOMAN,OXXO CAXITLAN Y/O CADENA COMERCIAL OXXO S.A. DE C.V.
COLIMA,TECOMAN,OXXO DEL REAL Y/O CADENA COMERCIAL OXXO S.A. DE C.V.
COLIMA,TECOMAN,OXXO FATIMA Y/O CADENA COMERCIAL OXXO S.A. DE C.V.
COLIMA,TECOMAN,OXXO LA ESTACION Y/O CADENA COMERCIAL OXXO SA DE CV
COLIMA,TECOMAN,RADIOMOVIL DIPSA  S.A. DE C.V.
COLIMA,TECOMAN,SUPER KIOSKO  S.A. DE C.V.
COLIMA,TECOMAN,SUPER KIOSKO S.A. DE C.V.
COLIMA,TECOMAN,TIENDA DE ROPA MARIA ISABEL
COLIMA,TECOMAN,TIENDA LA PRIMAVERA
COLIMA,TECOMAN,ZAPATERIA D' LARIOS
COLIMA,TECOMAN,ZAPATERIA LEON
COLIMA,TECOMAN,ZAPATERIA PATRIA
COLIMA,VILLA DE ALVAREZ,ARCADIA GARCIA GARCIA Y/O MINI SUPER VALLE
COLIMA,VILLA DE ALVAREZ,ARCE ACOSTA HIGINIO Y/O DEPOSITO DE CERVEZA VINOS Y LICORES
COLIMA,VILLA DE ALVAREZ,BODEGA AURRERA EXPRESS Y/O NUEVA WALMART DE MEXICO  S. DE RL. DE CV.
COLIMA,VILLA DE ALVAREZ,DEPOSITO DE CERVEZA H. ARCE
COLIMA,VILLA DE ALVAREZ,EL PUNTO Y/O LAS CERVEZAAS MODELOS DE OCCIDENTE S. DE RL. DE CV.
COLIMA,VILLA DE ALVAREZ,FARMACIA GUADALAJARA  S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,GRUPO ARCE DE COLIMA  S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,GRUPO MERAG  S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,KIOSKO 1907 VILLAIZCALLI Y/O SUPER KIOSKO S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,LA JIRAFA AZUL  REGALOS
COLIMA,VILLA DE ALVAREZ,MEICESS BOUTIQUE
COLIMA,VILLA DE ALVAREZ,MINI SUPER CAMILA
COLIMA,VILLA DE ALVAREZ,MINI SUPER CORMAG
COLIMA,VILLA DE ALVAREZ,MINI SUPER LOS LAURELES
COLIMA,VILLA DE ALVAREZ,MINI SUPER SANTA ANITA
COLIMA,VILLA DE ALVAREZ,MINI SUPER SANTA FE
COLIMA,VILLA DE ALVAREZ,OXXO CAMPESTRE Y/O CADENA COMERCIAL OXXO S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,OXXO COMALA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,OXXO VILLA RICA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,SUPER KIOSKO  S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,SUPER KIOSKO  SA DE CV.
COLIMA,VILLA DE ALVAREZ,SUPER KIOSKO S.A. DE C.V.
COLIMA,VILLA DE ALVAREZ,ZAPATERIA ROY'S
DISTRITO FEDERAL,ALVARO OBREGON, EL DESVAN EL REY DE LE BOTANA Y/O VINOS Y ALIMENTOS PLATA S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,7 ELEVEN DE MEXICO S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,7 ELEVEN MEXICO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,7 ELEVEN MEXICO S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,7 ELEVEN MEXICO S.A.D E C.V.
DISTRITO FEDERAL,ALVARO OBREGON,7 ELEVEN MEXICO SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTERA LA SARDINERA  S.A.  Y/O  ALIANZA OBSERVATORIO
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES  LA PROVIDENCIA Y/O RAMON MALDONADO RODRIGUEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES  VINOS Y LICORES LA GLORIA  Y/O HECTOR SANCHEZ SANTANA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES  VINOS Y LICORES LA TOLUQUE–A Y/O JOSE EDUARDO  MAYA MORGAN.
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES EL 13 Y/O JOSE GUADALUPE MONTIEL GERARDO
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES EL RINCONCITO Y/O MARCIAL BUSTAMANTE DIAZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES EL SOL Y/O AQUILINO SANCHEZ CORTEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES JENNY  Y/O LUCILA NAVA HERRERA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES LA CHIQUITITA Y/O ERIC MU–OZ ROJAS
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES LA CONCHITA  Y/O MARIA DE LOS ANGELES MALDONADO RODRIGUEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES LA GAVIA Y/O HERNANDEZ RAMIREZ FRANCISCA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES LA HIGIENICA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES LA LUCHA Y/O MARINA ENRIQUEZ HERNANDEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES MARES Y/OP ELOY MARICINO DOMINGUEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES NAZARETH Y/O JULIO CESAR SUAREZ HERNANDEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES PACHITA Y/O VELAZQUEZ SANCHEZ LAURA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES PRIM II Y/O SANCIT S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES PROGRESO Y/O JAIME AGUILAR GAMBOA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O ALFREDO DURAN RAMIREZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O HERMELINDA RODRIGUEZ  GOROZTIETA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O JESUS RAMIREZ MACIAS
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O MARIA CECILIA MONTES DE OCA ROCHA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O MARIA MAGDALENA MARTINEZ ROMERO
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O NANCY HERNANDEZ MEJIA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O RAQUEL MACIAS LLAMAS
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O REYNA GONZALEZ GARCIA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES S/N Y/O ROBERTO RIVERA MEJIA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES URIEL Y/O CECILIA AGUILAR HERNANDEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES  LA ESTRELLA  DEL OLIVAR Y/O ROGELIO SOTO CASTRO
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES 'PLATEROS '
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES CASA RODRIGUEZ   Y/O RODRIGUEZ GARCIA RUBEN
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES EL CONDE   Y/O  CARLOS PREZA PASOS
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES EL PORVENIR Y/O MA. DEL REFUGIO NAJERA GARCIA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES LA CHIQUITITA  Y/O GOMEZ  JIMENEZ VERONICA DEL CARMEN
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES LA NUEVA  Y/O MAURICIO REBOLLAR MARTINEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES LA TOLUQUE–A Y/O JOSE MAYA ALCANTARA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES LA VICTORIA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES LOS JORGES   Y/O  JORGE HERNANDEZ MARTINEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES SUPER PARAISO  Y/O JOEL MU–OZ ROJAS
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES TARASCO Y/O IRMA JULIETA MARTINEZ COELLO
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES VINOS Y LICORES VICK
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y CREMERIA  Y/O RAMIREZ LEYVA JESUS
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y CREMERIA CECI Y/O CECILIA RUIZ ZARRAGA
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y LICORES ERICK Y/O CARLOS GARCIA SANCHEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y PAN DONKI Y/O IVAN GONZALEZ MEDRANO
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y SEMILLAS Y/O MAGDALENA JUAREZ GRANILLO
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y VINOS JARDIN Y/O BELLAERMINA MEDINA MAR
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y VINOS LAS 3 COLONIAS Y/O LUIS MACIAS RODRIGUEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y/O ALBINA REYES HERNANDEZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y/O GERARDO OCA—A ROMERO
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y/O MARIA DEL CARMEN BERNAL ALVAREZ
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y/O MARIA GLORIA PAREDES
DISTRITO FEDERAL,ALVARO OBREGON,ABARROTES Y/O MARIA TERESA BALTAZAR CASTILLO
DISTRITO FEDERAL,ALVARO OBREGON,ABASTECEDORA LUMEN S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,AMERICA CONTINENTAL  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,AUTO REF 3 HERMANOS
DISTRITO FEDERAL,ALVARO OBREGON,AUTOPARTES CASTRO S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,BARI Y/O BARICHARA TRAJES DE BA—O S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,BISTROT REVOLUCION Y/O JUAN CARLOS LARA OLMOS
DISTRITO FEDERAL,ALVARO OBREGON,BIZERBA DE MEXICO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,BODEGAS ALIANZA Y/O ABARROTES LA SARDINERA S.A.
DISTRITO FEDERAL,ALVARO OBREGON,BODEGAS EL CELLER   S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,BODY SHAPE NEW CONCEPT  S.A. DE C.V. Y/O NEW CONCEPT BODY SHAPE
DISTRITO FEDERAL,ALVARO OBREGON,BOMU BOUTIQUE Y/O JOSE MARIA PALLARES BOUZAS
DISTRITO FEDERAL,ALVARO OBREGON,BOUTIQUE MARIEN Y/O MARIEN RUTH JALILI OLIVARES
DISTRITO FEDERAL,ALVARO OBREGON,CADENA COMERCIAL OXXO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CADENA COMERCIAL OXXO S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CADENA COMERCIAL OXXO S.A.D E C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CADENA COMERCIAL OXXO SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,CALZADO TRIPLE SIETE  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CALZADOS EL SARDINERO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CENTRO FERRETERO Y TLAPALERO SANTA FE
DISTRITO FEDERAL,ALVARO OBREGON,CHEDRAUI SELECTO PLAZA SAMARA Y/O TIENDAS CHEDRAUI SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,CHILIM BALAM S DE R.L. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CHUCK E. CHEESEÔS  Y/O IMPULSORA ITICEC S DE RL DE CV
DISTRITO FEDERAL,ALVARO OBREGON,CLINICA DERMATOLOGICA DE LA CALVICIE  S.C.
DISTRITO FEDERAL,ALVARO OBREGON,COMERCIAL HISPANA  S. DE R.L. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,COMERCIALIZADORA CADER  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,COMERCIALIZADORA CADER S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,COMPA–IA MEXICANA DE TRAJES  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,COPPEL  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,COPPEL S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CORTES Y BUFETES DE MEXICO SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,COSTCO DE MEXICO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CREACIONES AMIEIRO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,CREMERIA 'MAGOS' Y/O MARCO ANTONIO GARCIA BARRERA
DISTRITO FEDERAL,ALVARO OBREGON,CREMERIA CASA BETO Y/O IGNACIO TORRES GARRIDO
DISTRITO FEDERAL,ALVARO OBREGON,CREMERIA MARY Y/O ERIK MEDINA MALDONADO
DISTRITO FEDERAL,ALVARO OBREGON,CREMERIA S/N Y/O CARLOS LOPEZ MARTINEZ
DISTRITO FEDERAL,ALVARO OBREGON,CREMERIA S/N Y/O LAZARO ALAMILLA HIDALGO
DISTRITO FEDERAL,ALVARO OBREGON,CREMERIA Y SALCHICHONERIA LA HIGIENICA Y/O ISMAEL CASTA–EDA VILLALPANDO
DISTRITO FEDERAL,ALVARO OBREGON,CREMERIA Y SALCHICHONERIA LAS BONITAS Y/O JULIA SANCHEZ PRIETO
DISTRITO FEDERAL,ALVARO OBREGON,CRONOMETRIA Y/O TIEMPO SUIZO S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,DISTRIBUIDORA JUGUETRON SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,DULCERIA JOSARET Y/O JOSUE ISRAEL AVILA YA—EZ
DISTRITO FEDERAL,ALVARO OBREGON,ELEKTRA DEL MILENIO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,ELEKTRA DEL MILENIO S.A.D E C.V.
DISTRITO FEDERAL,ALVARO OBREGON,ERASE UNA VEZ
DISTRITO FEDERAL,ALVARO OBREGON,ESCADA  Y/O FRATTINA S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,FARMACIA CAMPESTRE  Y/O ANDRES FACIO CRUZ
DISTRITO FEDERAL,ALVARO OBREGON,FARMACIA FONTANA Y/O MARIA ELENA OSEGUERA BARRON
DISTRITO FEDERAL,ALVARO OBREGON,FERRETERIA COLINAS Y/O YAMAMOTO FUROSHO MIGUEL HIROSHI
DISTRITO FEDERAL,ALVARO OBREGON,FERRETERIA Y ACEROS PLATEROS  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,FERRETERIA Y MATERIALES EL PARAISO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,FERRETERIA Y PAPELERIA LOS MORALES Y/O EDUARDO MORALES LOPEZ
DISTRITO FEDERAL,ALVARO OBREGON,FERRETERIA Y RECUBRIMIENTOS SANTA FE Y/O GARCIA SERRANO MIREYA
DISTRITO FEDERAL,ALVARO OBREGON,FERRETERIA Y TLAPALERIA ' INTERLOMAS'
DISTRITO FEDERAL,ALVARO OBREGON,FERRETERIA Y TLAPALERIA EL TIGRE Y/O DENNISE NAZARHI CADENA ALVAREZ
DISTRITO FEDERAL,ALVARO OBREGON,FERRETERIA Y TLAPALERIA GONZALEZ Y/O HECTOR MIGUEL GONZALEZ LOPEZ
DISTRITO FEDERAL,ALVARO OBREGON,FERRETLAPALERIA MONTE
DISTRITO FEDERAL,ALVARO OBREGON,FERRETODO EN PLOMERIA Y/O SANDRA LUZ SOLANO GOMEZ
DISTRITO FEDERAL,ALVARO OBREGON,FONDA ARGENTINA SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,GASTROSUR S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,GNC Y/O MAXIVA S.A.D E C.V.
DISTRITO FEDERAL,ALVARO OBREGON,GRUPO LA MILAGRESA  S.A DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,GRUPO LA MILAGRESA  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,GRUPO LA MILAGRESA S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,GRUPO LA MILAGRESA S.A. DE C.V. Y/O LA MILAGRESA
DISTRITO FEDERAL,ALVARO OBREGON,GRUPO LAFI  S.A. DE C.V
DISTRITO FEDERAL,ALVARO OBREGON,GRUPO PARADIGMA DE MEXICO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,GRUPO ZAKARY S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,HOME DEPOT MEXICO  S. DE R.L. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,HOTEL LA MORALEJA  Y/O INMOBILIARIA VILLAJUAN S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,HUGO BOSS MEXICO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,HUMANIC Y/O CALZADOS INTEMPERIA S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,JOYAS Y REGALOS JALI S.A.
DISTRITO FEDERAL,ALVARO OBREGON,JULY  S.A. DE C.V. Y/O LINEAS
DISTRITO FEDERAL,ALVARO OBREGON,LA BODEGA DEL PEDREGAL S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,LA CASTELLANA Y/O LA BODEGA DEL PEDREGAL S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,LA CERVECERIA DEL BARRIO Y/O CORPORACION OPERADORA ALIMENTA SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,LA EUROPEA MEXICO  S.A. P.I. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,LA EUROPEA MEXICO SAPI  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,LA MILAGRESA  Y/O GRUPO LA MILAGRESA S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,LIBRADO MENDEZ ALONSO
DISTRITO FEDERAL,ALVARO OBREGON,MARGIE Y/O MARGARITA GONZALEZ SANTANA
DISTRITO FEDERAL,ALVARO OBREGON,MASKOTA S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,MATERIAS PRIMAS S/N Y/O JESUS MENDOZA MAYA
DISTRITO FEDERAL,ALVARO OBREGON,MATERIAS PRIMAS Y/O CARLOS CABALLERO ALBARRAN
DISTRITO FEDERAL,ALVARO OBREGON,MATIENZO MEXICO  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,MIX UP  PROMOTORA MUSICAL  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,MOLES Y CHILES SECOS S/N Y/O GUADALUPE FLORES RIVERA
DISTRITO FEDERAL,ALVARO OBREGON,MOLES Y CHILES SECOS Y/O MARIO QUINTERO COLIN
DISTRITO FEDERAL,ALVARO OBREGON,MOLES Y CHILES SECOS Y/O TERESA MEJIA BECERRIL
DISTRITO FEDERAL,ALVARO OBREGON,MUNDO GURMET LA CASTELLANA Y/O BODEGA DEL PEDREGAL SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA)
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.  (SUPERAMA)
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WAL MART DE MEXICO S DE R.L. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WAL MART DE MEXICO S DE RL DE CV
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.    (SUPERAMA)
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WALMART DE MEXICO S DE R.L. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WALMART DE MEXICO S DE R.L. DE C.V. Y/O BODEGA AURRERA
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WALMART DE MEXICO S DE RL DE CV
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WALMART DE MEXICO S DE RL DE CV (SAMS CLUB)
DISTRITO FEDERAL,ALVARO OBREGON,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V. (BODEGA AURRERA)
DISTRITO FEDERAL,ALVARO OBREGON,NUTRICENTRO SUC. SAN JERONIMO Y/O NUTRICENTRO SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,OFFICE MAX  Y/O OPERADORA OMX S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,OPERADORA OMX S.A DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,PAPELERIA ESCOLAR Y/O JOSE RODRIGO REYES BARRERA
DISTRITO FEDERAL,ALVARO OBREGON,PAPELERIA OFFICE DEPOT Y/O OFFICE DEPOT DE MEXICO S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,PERFILES SANTA LUCIA  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,PERFILES Y FERRETERIA MIXCOAC  S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,PROBELL Y/O PRODUCTOS Y ACCESORIOS PARA LA BELLEZA T- MURAL S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,PROBERT CICLISMO Y/O CARLOS GUSTAVO PROBERT MALDONADO
DISTRITO FEDERAL,ALVARO OBREGON,PRODUCTOS AUTOMOTRICES OCHOA
DISTRITO FEDERAL,ALVARO OBREGON,REFACCIONARIA AMERICA  Y/O  MAYA GUERRERO BETZABE
DISTRITO FEDERAL,ALVARO OBREGON,REFACCIONARIA RAMIREZ
DISTRITO FEDERAL,ALVARO OBREGON,REFACCIONARIA SANTA FE  Y/O GREGORIA FIGUEROA AYALA
DISTRITO FEDERAL,ALVARO OBREGON,REFACCIONARIA VOLK'S VALME PLATINO  Y/O  DANIEL VALENTE MEJIA CASTRO
DISTRITO FEDERAL,ALVARO OBREGON,REFACCIONES Y ACCESORIOS CROOS FOX   Y/O  TERESA JUAREZ PEREZ
DISTRITO FEDERAL,ALVARO OBREGON,REGALOS Y ENVOLTURAS MICHAEL Y/O JUAN MOCHEL TAIBBAS ACEVEDO
DISTRITO FEDERAL,ALVARO OBREGON,RESTAURANT BAR LA DE ENFRENTE Y/O GASTRO RACLIMA SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,RESTAURANTE ABUELO AGUSTIN Y/O INTEGRADORA DE NEGOCIOS DE ALIMENTOS SA DE CV
DISTRITO FEDERAL,ALVARO OBREGON,RESTAURANTE EL PAPALOTE GRILL Y/O OPERADORA ROZAGAM S.A. DE C.V.
DISTRITO FEDERAL,ALVARO OBREGON,ROPA BELUGA Y/O ANTONIO FLORES ELIZONDO
DISTRITO FEDERAL,ALVARO OBREGON,ROPA FRAMENTI Y/O ANA PAULA ARMENDARIZ MORALES
DISTRITO FEDERAL,ALVARO OBREGON,SALLY BEAUTY SUPPLY Y/O SBCBSG COMPANY DE MEXICO S. DE R.L. DE C.V.
