ENTIDAD,MUNICIPIO,RAZON SOCIAL VISITADA
MEXICO,ATIZAPAN DE ZARAGOZA,VENTA DE ROPA ADIDAS DE MEXICO S.A.D E C.V.
MEXICO,ATIZAPAN DE ZARAGOZA,VENTA DE ROPA JEANS & CO
MEXICO,ATIZAPAN DE ZARAGOZA,VENTA DE ROPA SASHA
MEXICO,ATIZAPAN DE ZARAGOZA,VENTA DE ROPA Y ZAPATOS GULA
MEXICO,ATIZAPAN DE ZARAGOZA,VENTA DE ZAPATOS Y/O TENIS  FASHION EVERYDAY S..A DE C.V.
MEXICO,ATIZAPAN DE ZARAGOZA,VINOS Y ABARROTES TONY
MEXICO,ATIZAPAN DE ZARAGOZA,VINOS Y LICORES LA EUROPEA MEXICO S.A. P. I. DE C.V.
MEXICO,ATIZAPAN DE ZARAGOZA,VINOS Y LICORES LA EUROPEA Y/O LA EUROPEA MEXICO SAPI DE C.V.
MEXICO,ATIZAPAN DE ZARAGOZA,VINOS Y LICORES LA HIGIENICA
MEXICO,ATIZAPAN DE ZARAGOZA,VINOS Y LICORES LA UNIVERSAL Y/O SOLANO SUAREZ JOSE GERARDO
MEXICO,ATIZAPAN DE ZARAGOZA,VITORIO FORTI REPUBLICA ITALIANA
MEXICO,ATIZAPAN DE ZARAGOZA,ZAPATERIA COCARO S.A. DE C.V. Y/O ZAPATERIA TROPIC
MEXICO,ATIZAPAN DE ZARAGOZA,ZAPATERIA STAR
MEXICO,ATIZAPAN DE ZARAGOZA,ZAPATERIA TROPIC Y/O COCARO S.A. DE  C.V.
MEXICO,ATIZAPAN DE ZARAGOZA,ZARA MEXICO CONTRATO 1A ENP
MEXICO,AXAPUSCO,CADENA COMERCIAL OXXO  S.A. DE C.V.
MEXICO,CHALCO,ABARROTES EL REY  S.A. DE C.V.
MEXICO,CHALCO,BEBE MART  S.A. DE C.V.
MEXICO,CHALCO,"BONETERIA Y ZAPATERIA ""YOLITA"""
MEXICO,CHALCO,BOUTIQUE LINEAS
MEXICO,CHALCO,BOUTIQUE MABEL
MEXICO,CHALCO,CADENA COMERCIAL OXXO  S.A. DE C.V.
MEXICO,CHALCO,CALZADO MAQUINADO  S.A. DE C.V.
MEXICO,CHALCO,CALZADO Y ROPA STAR PLANET
MEXICO,CHALCO,COMERCIALIZADORA ALMACENES GARCIA DE MEXICO  S.A. DE C.V.
MEXICO,CHALCO,COMERCIALIZADORA NACIONAL DE SUMINISTROS POPULARES  S. DE R.L. DE C.V.
MEXICO,CHALCO,CROWING UP
MEXICO,CHALCO,FANTASY
MEXICO,CHALCO,FERRELUNA  S.A. DE C.V.
MEXICO,CHALCO,FRUTOSEL  S.A. DE C.V.
MEXICO,CHALCO,GENOVA ITALY
MEXICO,CHALCO,GRUPO PARISINA  S.A. DE C.V.
MEXICO,CHALCO,HOTEL MOTEL LA FRONTERA  S.A. DE C.V.
MEXICO,CHALCO,IMPORTADORA EL LECHA  S.A. DE C.V.
MEXICO,CHALCO,JOYAS LIZETH
MEXICO,CHALCO,JOYAS MARQUIZ
MEXICO,CHALCO,LACTEOS Y CARNES LORELEY
MEXICO,CHALCO,MARCELO HERNANDEZ OSORIO ZAPATERIA ARTHER
MEXICO,CHALCO,MERCADO DE PISOS Y AZULEJOS DE CHALCO  S.A. DE C.V.
MEXICO,CHALCO,METTA JAFIF ALFREDO
MEXICO,CHALCO,MI ABARROTERA
MEXICO,CHALCO,MODATELAS  S.A. DE C.V.
MEXICO,CHALCO,MUCHO MAS QUE ROPA  S.A. DE C.V. ELECZION
MEXICO,CHALCO,MULTITIENDA WIDES
MEXICO,CHALCO,MUNDO TERRA
MEXICO,CHALCO,PERFUMERIA VOALA
MEXICO,CHALCO,REVELACION EN LA MODA  S.A. DE C.V. Y/O OPP'S JEANS
MEXICO,CHALCO,TIENDA DE ROPA ADITIVO
MEXICO,CHALCO,TIENDA DE ROPA MODA URBANA
MEXICO,CHALCO,TIENDA DE ROPA NANCY
MEXICO,CHALCO,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.
MEXICO,CHALCO,TRAJES MARIO VIALI
MEXICO,CHALCO,VINOS Y ABARROTES LA GUADALUPANA
MEXICO,CHALCO,VINOS Y ABARROTES LA NUEVA
MEXICO,CHALCO,ZAPATERIA
MEXICO,CHALCO,"ZAPATERIA ALMACEN ""LA LUPITA"""
MEXICO,CHALCO,ZAPATERIA ALMACEN LUPITA
MEXICO,CHALCO,ZAPATERIA CRISTAL
MEXICO,CHALCO,ZAPATERIA MEXICO Y/O JORGE GUEVARA LOZANO
MEXICO,CHAPA DE MOTA,CADENA COMERCIAL OXXO S.A. DE C.V.
MEXICO,CHIAUTLA,CADENA COMERCIAL OXXO  S.A. DE C.V.
MEXICO,CHIMALHUACAN,ADICTT  S.A. DE C.V.
MEXICO,CHIMALHUACAN,CADENA COMERCIAL OXXO  S.A. DE C.V.
MEXICO,CHIMALHUACAN,CALIFORNIA ABARROTES  CREMERIA Y SALCHICHONERIA
MEXICO,CHIMALHUACAN,DISTRIBUIDORA ABARROTES VINOS Y LICORES D'GAUDY  S.A. DE C.V.
MEXICO,CHIMALHUACAN,DISTRIBUIDORA LIVERPOOL  S.A. DE C.V.
MEXICO,CHIMALHUACAN,EMPACADORA Y DISTRIBUIDORA BOTANAS Y SEMILLAS ZAPATA
MEXICO,CHIMALHUACAN,IRUPISTA  S.A. DE C.V.
MEXICO,CHIMALHUACAN,LA NUBE MAGICA  S.A. DE C.V.
MEXICO,CHIMALHUACAN,MASKOTA  S.A. DE C.V.
MEXICO,CHIMALHUACAN,MULTIBRAND OUTLET STORES  S.A. DE C.V.
MEXICO,CHIMALHUACAN,SUNNY SHOP
MEXICO,CHIMALHUACAN,TIENDAS SORIANA  S.A. DE C.V.
MEXICO,CHIMALHUACAN,URBAN LAND Y/O ADICTOS A LA MODA  S.A. DE C.V.
MEXICO,CHIMALHUACAN,ZAPATERIA CHELY
MEXICO,CHINCONCUAC,CADENA COMERCIAL OXXO  S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES  VINOS Y LICORES AMERICA Y/O HILDA JUAREZ MINO
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES  VINOS Y LICORES KEIKO Y/O TAURINO DE LA ROSA VAZQUEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES  VINOS Y LICORES LA DEL JURIDICO Y/O SAMUEL GONZALEZ BARRERA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES  VINOS Y LICORES LA ILUSION
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES 3 HERMANOS Y/O ANTERO ARGøELLES LEON
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES ACUARIO Y/O MARTHA MEDRANO SANTA CRUZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES ALPINA Y/O MARIA DE JESUS PI—ON JUAREZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES BELEM Y/O MARIO ALVARADO MORALES
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES CASA LEON Y/O JORGE JAIME FRANCISCO LEON
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES CHACON Y/O RANCES MERLOS ROSALES
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES CHARLY Y/O CARLOS PORTUGUEZ ALVARADO
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES CONNY Y/O CONCEPCION HERNANDEZ PE—A
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES DALY  Y/O LYDIA GUADALUPE ROCHA CORONA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES DANY Y/O ALICIA ALMARAZ MARTINEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES DON RAUL Y/O RAUL OVIEDO OLVERA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES DON SEBAS Y7O OMAR GUTIERREZ HERNANDEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES DO—A COCO Y/O GRACIANO ALCANTAR MOLINA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES EL RINCON Y7O MARIBEL GOMEZ CABRERA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES EL TIO SAM  Y/O J. CRUZ ORTIZ LOREDO
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES ERICK  Y/O ERICK EDUARDO SANCHEZ ROBLES
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES GABY  Y/O CONCEPCION RAMIREZ BAUTISTA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES GABY Y/O GABRIELA MU—OZ HERNANDEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES GOYITO Y/O MARIO TORRES ALCANTARA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES HERNANDEZ Y/O MARIA EUGENIA HERNANDEZ DIAZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES KEIKO Y/O DELFINO DE LA ROSA VAZQUEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES KIKE Y/O TANIA LIZBETH MEDINA ORTIZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LA CHINA Y/O CONSUELO DE LA CRUZ FLORES
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LA CONCORDIA Y/O ALBERTO ARANDA PACHECO
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LA ESTRELLA Y/O REYNALDO PEREZ GONZALEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LA FAMOSA Y/O ALEJANDRO GONZALEZ SANCHEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LA OFICINA Y/O JANNET BERENICE COELLO GUARNEROS
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LA TIENDA Y/O ALEJANDRA GOMEZ HERRERA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LEO Y/O ROMAN JUAREZ PINEDA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LOS JERQUIS Y/O MARIA DEL CARMEN CRUZ GUZMAN
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES LUPITA S.A.
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES M.T.T.  Y/O YAZMIN OLVERA NAJERA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES MA-FER Y/O CESAR ALEJANDRO PEREZ LARIOS
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES MALDONADO ROSARIO CRUZ MALDONADO
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES MELANIE Y/O LINDA CHRISTIAN MOLINA BRUNT
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES MIMOSAS  Y/O MARCO ANTONIO APARICIO CERON
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES NAPE Y/O EFRAIN NAPE BAXIN
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES PAO Y/O GUADALUPE AGUILAR HERNANDEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES TAMY Y/O SAMUEL TORRES GONZALEZ
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES VINOS Y LICORES LA ROCA
MEXICO,COACALCO DE BERRIOZABAL,ABARROTES VINOS Y LICORES LUPITA
MEXICO,COACALCO DE BERRIOZABAL,ABASTECEDORA LUMEN  S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ADICTT CONVERSE
MEXICO,COACALCO DE BERRIOZABAL,ARCOS SERCAL INMOBILIARIA S. DE R.L. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ARCOS SERCAL INMOVILIARIA S. DE R.L. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,AUTO HOTEL VILLA GRECA
MEXICO,COACALCO DE BERRIOZABAL,BOTAS JOE Y/O ARMIDA LUZ MORENO SOTELO
MEXICO,COACALCO DE BERRIOZABAL,CADENA COMERCIAL OXXO  S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,CADENA COMERCIAL OXXO S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,CALZADOS COACALCO S.A. C.V.  Y/O ZAPATERIA MORELOS
MEXICO,COACALCO DE BERRIOZABAL,CENTRO GASTRONOMICO LA BARRANCA S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,CENTROS DE SERVICIOS BIG O TIRES Y/O JOSE ELIAS HUERTA GUTIERREZ
MEXICO,COACALCO DE BERRIOZABAL,CESARÔS PIZZA S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,CINEPOLIS DE MEXICO S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,COMERCIALIZADORA DE ALIMENTOS PREPARADOS AI S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS S.A.P.I. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,CREMERIA ASH Y/O FERNANDO GUTIERREZ PROTEL
MEXICO,COACALCO DE BERRIOZABAL,CREMERIA JANE Y/O JOSE RUBEN AMALA REYES
MEXICO,COACALCO DE BERRIOZABAL,CREMERIA OASIS Y/O JOSE JUAN QUEZADA MORALES
MEXICO,COACALCO DE BERRIOZABAL,CREMERIA Y ABARROTES AZTECA Y/O JORGE ARMANDO SORIANO MORALES
MEXICO,COACALCO DE BERRIOZABAL,CREMERIA Y ABARROTES MALLORCA Y/O CESAR AUGUSTO FIGUEROA HERNANDEZ
MEXICO,COACALCO DE BERRIOZABAL,DEPOSITO EL RATON BODEGUERO Y/O TAURINO DE LA ROSA VAZQUEZ
MEXICO,COACALCO DE BERRIOZABAL,DISTRIBUIDORA JUGUETRON  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,DISTRIBUIDORA JUGUETRON S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ENTRE AMIGOS RESTAURANTE S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ESTETICA CANINA THE SEA ACUARIO
MEXICO,COACALCO DE BERRIOZABAL,FANTASIAS MIGUEL S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,FARMACIA BENAVIDES S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,FARMACIA GUADALAJARA  S. A DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,FARMACIA GUADALAJARA  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,FARMACIA GUADALAJARA S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,FARMACIA GUADALAJARA S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,FARMACIA GUADALAJARA. S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,GRUPO ELEKTRA S.A. DE C.V
MEXICO,COACALCO DE BERRIOZABAL,GRUPO OPERATIVO MART S.A DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,JOYERIA ALB FER JOS MAR T Y/O JUAN BERNARDO VAZQUEZ ENRIQUEZ
MEXICO,COACALCO DE BERRIOZABAL,JOYERIA DANY Y/O MARIA DEL PILAR CEBALLOS LOPEZ
MEXICO,COACALCO DE BERRIOZABAL,JUGUETIBICI  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,LA HOLANDESA Y/O MARIBEL MORENO NIETO
MEXICO,COACALCO DE BERRIOZABAL,MASKOTA S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,MEGA COMERCIAL MEXICANA Y/O TIENDAS COMERCIAL MEXICANA  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,MINI SUPER REYES Y/O ALFREDO REYES HERNANDEZ
MEXICO,COACALCO DE BERRIOZABAL,MINI SUPER VANESA  Y/O JOSE ELIAS ARIAS MARTINEZ
MEXICO,COACALCO DE BERRIOZABAL,MISCELANEA ANDY VIRIS Y/O ANDREA VIRIDIANA GOMEZ LUGO
MEXICO,COACALCO DE BERRIOZABAL,MISCELANEA EL LEON Y/O LEONARDO ERNESTO GONZALEZ MARTINEZ
MEXICO,COACALCO DE BERRIOZABAL,MISCELANEA GIOVANNI Y/O CLAUDIA GUTIERREZ TREJO
MEXICO,COACALCO DE BERRIOZABAL,MODATELAS S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,NEW BALANCE DE MEXICO S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WAL MART DE MEXICO  S DE R.L. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SAM'S CLUB)
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. (BODEGA AURRERA EXPRESS)
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WAL MART DE MEXICO S. DE R.L. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WALMART DE MEXICO S. DE  R.L. DE C..V
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V
MEXICO,COACALCO DE BERRIOZABAL,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,OPERADORA COMERCIAL DE DESARROLLO S.A DE C.V. Y /O CINEPOLIS
MEXICO,COACALCO DE BERRIOZABAL,OPERADORA DE FRANQUICIAS ALSEA S.A.P.I DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,OPERADORA KFC S.A DE C.V.  Y/O PREMIUM RESTAURANT BRANDS S DE R.L. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,OPERADORA VIPS S. DE R.L DE C V 
MEXICO,COACALCO DE BERRIOZABAL,OPERADORA VIPS S. DE R.L.  DE CV
MEXICO,COACALCO DE BERRIOZABAL,PHARMA PLUS S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,PREMIUM RESTAURANT BRANDS S. DE R.L. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,PROBELL  Y/O PROFESIONALES DE LA BELLEZA GIANNI  S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,REGALOS DE PRESTIGIO S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,REGALOS KARY  Y/O NORMA KARINA DE LA ROSA VILLANUEVA
MEXICO,COACALCO DE BERRIOZABAL,REGALOS WILLY  Y/O VERONICA AGUILLON HUERTA
MEXICO,COACALCO DE BERRIOZABAL,ROPA DEPORTIVA RUNNIGS
MEXICO,COACALCO DE BERRIOZABAL,ROPA PARA DAMA PARIS JEANS Y/O GRUPO ARKRET  S DE P.I . DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,ROPA QUARRY JEANS FASHION
MEXICO,COACALCO DE BERRIOZABAL,SALVAJE TENTACION Y/O CORPORACION MISAC S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,SAMBORN HERMANOS  S. A.
MEXICO,COACALCO DE BERRIOZABAL,SAMBORN Y/O SAMBORN HERMANOS  S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,SANBORNS  HERMANOS S.A
MEXICO,COACALCO DE BERRIOZABAL,SANBORNS HERMANOS S.A
MEXICO,COACALCO DE BERRIOZABAL,SEARS OPERADORA MEXICO  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,SEARS OPERADORA MEXICO S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,SUBURBIA S. DE R. L. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,"SUPER ""A"""
MEXICO,COACALCO DE BERRIOZABAL,SUPER POLLOS NOELIA
MEXICO,COACALCO DE BERRIOZABAL,TIENDA ABARROTERA AMIGA S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDA CHEDRAUI S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDA DE ROPA QUARRY Y/O MARIA MAGDALENA LARA MU—OZ
MEXICO,COACALCO DE BERRIOZABAL,TIENDA SORIANA S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS CHEDRAUI  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS COMERCIAL MEXICANA  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.   ( MEGA COMERCIAL MEXICANA )
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.  (BODEGA COMERCIAL MEXICANA)
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS EXTRA S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS SORIANA  S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS SORIANA  S.A. DE C.V. (MERCADO SORIANA)
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS SORIANA S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS SUPER PRECIO  S. A. DE C. V .
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS TRES B  S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TIENDAS TRES B S.A DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,TOP OUTLET Y/O IMPULSORA COMERCIAL JAS GARCIA S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,VENTA DE ROPA COO-COO
MEXICO,COACALCO DE BERRIOZABAL,VENTA DE ROPA PROMODA
MEXICO,COACALCO DE BERRIOZABAL,VENTA DE ROPA PROMODA Y/O GRUPO EMY PROMODA S.A DE C.V
MEXICO,COACALCO DE BERRIOZABAL,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA COCARO S.A. C.V. Y/O TROPIC
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA COCARO S.A. DE C.V. Y/O ZAPATERIA TROPIC
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA LA JOYA Y/O CALZADOS ROVIBA  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA LA LUNA Y/O CALZADOS EL GLOBO S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA MORELOS  Y/O CALZADOS EL GLOBO S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA MORELOS Y/O CALZADOS COACALCO  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA SCARPA Y/O CALDOS COACALCO S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA STYLO Y/O CALZADO CURTIDO S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIA STYLOS / CALZADO CURTIDO S.A. DE C.V.
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIAS MORELOS Y/O CALZADOS COACALCO  S. A. DE C. V.
MEXICO,COACALCO DE BERRIOZABAL,ZAPATERIAS MORELOS Y/O CALZADOS EL GLOBO  S. A. DE C. V.
MEXICO,CUAUTITLAN,ABARROTES LOS CHAPULINES
MEXICO,CUAUTITLAN,ARCOS SERCAL INMOBILIARIA S. DE R.L. DE C.V.
MEXICO,CUAUTITLAN,ARTICULOS DE BELLEZA NAIL MART
MEXICO,CUAUTITLAN,CONTROLADORA DE TIENDAS DE CONVENIENCIA S.A DE C.V.
MEXICO,CUAUTITLAN,CORPORATIVO DEL NORTE MAFIVAZ S.A DE C.V.
MEXICO,CUAUTITLAN,GRUPO PARISINA S.A DE C.V.
MEXICO,CUAUTITLAN,HOTEL LA JOYA Y/O CARRADAS S.A DE C.V.
MEXICO,CUAUTITLAN,MISCELANEA MARTHA
MEXICO,CUAUTITLAN,MODATELA S.A DE C.V.
MEXICO,CUAUTITLAN,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.
MEXICO,CUAUTITLAN,OPERADORA DE CINEMAS S.A DE C.V.
MEXICO,CUAUTITLAN,TIENDA SORIANA  S.A DE C.V
MEXICO,CUAUTITLAN,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.
MEXICO,CUAUTITLAN,TIENDAS EXTRA S A DE C.V.
MEXICO,CUAUTITLAN,TIENDAS SORIANA S A DE C.V
MEXICO,CUAUTITLAN,VENTA DE ROPA PASSARELA
MEXICO,CUAUTITLAN,VENTA DE ROPA TES TIEMPOS
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,ABARROTES S/N
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,ALDAN ELECTRONICA S.A DE C.V. Y/O STEREN CLASIC A (PLAZA CENTELLA)
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,ALWAYS COFFEE
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,ARTICULOS DE  BELLEZA JORDANA
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,ARTICULOS DEPORTIVOS TOP OUTLET
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,CADENA COMERCIAL OXXO  S.A. DE C.V.
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,CAFETERIA 8 G COFFEE PREMIUM
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,CALZADOS EZKALDO S.A. C.V. Y/O ZAPATERIA MORELOS
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,CHILES SECOS Y SEMILLAS S/N
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,CHILES Y SEMILLAS S/N
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,CLINICA VETERINARIA Y ACUARIO SCOOBY DOO
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,CREMERIA LA FLOR
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,DEPORTES OLIMPIA S.A. C.V.
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,DISTRIBUIDORA DE MATERIAS PRIMAS ROVE S.A. DE C.V.
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,DULCERIA LA CORDOBEZA S . DE R.L.DE C.V.
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,DULCERIA LA CORDOBEZA S. DE R.L. DE C.V.
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,DULCERIA Y MATERIAS PRIMAS CANDY
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,GASTRONOMIA SAN JOSE S.A.  DE  C.V.  Y/O LOS BISQUETS DE OBREGON
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,GRUPO PARISINA S.A. C.V.
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,KOKORO ACCESORIOS
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,MISCELANEA JUAN DIEGO
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,MISCELANEA Y/O ABARROTES
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,MOTEL LA LUNA Y/OSERVICIO DE HOTELERIA PACHUCA LUNA HOTELES S .A C.V.
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,MOTEL PUENTE GRANDE
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,MULTIBRAND OUTLET STORES S.A DE C.V.
MEXICO,CUAUTITLAN  DE ROMERO RUBIO,NOVEDADES Y REGALOS FUENTES
